Geneid	tissue	expression	cutoff
LdNA_19500	testes	166.6229417	41.59709025
LdNA_19510	testes	170.409912	42.16657001
LdNA_19529	testes	94.06276062	23.48555857
LdNA_19539	testes	367.0630932	90.56377838
LdNA_19541	testes	1161.253117	286.1195969
LdNA_19549	testes	358.6885609	88.4311475
LdNA_19563	testes	357.0097806	87.99612621
LdNA_19564	testes	702.7612301	173.1577284
LdNA_19600	testes	645.7769217	159.1261077
LdNA_19636	testes	16.72376301	4.52186731
LdNA_19707	testes	52.39123968	13.84092628
LdNA_19779	testes	29.98092603	7.740356464
LdNA_19780	testes	22.40790863	5.792947052
LdNA_19785	testes	137.9214267	33.99146743
LdNA_19824	testes	20.19058547	4.994773145
LdNA_19846	testes	12.22992639	3.012991523
LdNA_19871	testes	3589.528499	884.7379757
LdNA_19873	testes	17.6746368	5.119009323
LdNA_19891	testes	11.1634547	2.750253216
LdNA_19945	testes	380.4704775	93.77745742
LdNA_19988	testes	1507.586582	371.4767099
LdNA_20007	testes	698.2235145	172.2016177
LdNA_20066	testes	35.56370136	0.637989805
LdNA_20085	testes	61.7438641	15.69677734
LdNA_20153	testes	4.605166708	3.274853971
LdNA_20163	testes	6.541713179	3.639446471
LdNA_20184	testes	67.63011526	16.66150372
LdNA_20251	testes	46.46345551	11.45223031
LdNA_20299	testes	101.0177358	24.90926633
LdNA_20357	testes	11.96766589	3.090144645
LdNA_20482	testes	247.6387138	61.0088174
LdNA_20623	testes	11.82211043	2.912521088
LdNA_20627	testes	200.1994441	49.33003316
LdNA_20693	testes	337.5310799	83.19682048
LdNA_20694	testes	226.4244735	55.92155594
LdNA_20698	testes	11.61158118	2.860654641
LdNA_20743	testes	1590.591422	391.9942601
LdNA_20761	testes	223.7673344	55.12781194
LdNA_20763	testes	29.50146508	7.390970574
LdNA_20766	testes	13.15246063	3.087737854
LdNA_20771	testes	455.375923	112.2238229
LdNA_20774	testes	369.7677975	91.11987951
LdNA_20775	testes	4.396026178	3.605764199
LdNA_20778	testes	431.0242693	106.2402545
LdNA_20789	testes	191.4919695	47.17638215
LdNA_20821	testes	175.6068442	43.54922882
LdNA_20834	testes	387.3577468	95.94892541
LdNA_20836	testes	563.2764264	138.892653
LdNA_20845	testes	14.37620189	3.598293475
LdNA_20875	testes	443.863533	109.4081255
LdNA_20892	testes	99.46563382	24.52063987
LdNA_20898	testes	67.96297675	16.78626578
LdNA_20957	testes	438.0290416	107.9293057
LdNA_20958	testes	767.0286493	189.0518406
LdNA_20978	testes	475.207556	117.1117755
LdNA_20983	testes	579.9441769	142.9085319
LdNA_20984	testes	325.4654336	80.19209833
LdNA_20992	testes	444.126397	109.4291241
LdNA_20997	testes	179.7137424	44.30377393
LdNA_20998	testes	458.186822	112.8970273
LdNA_21001	testes	127.5717523	31.49307437
LdNA_21002	testes	40.94113452	10.46338295
LdNA_21021	testes	348.7401702	85.92330218
LdNA_21022	testes	393.661634	97.01923365
LdNA_21088	testes	512.5767908	126.3273955
LdNA_21100	testes	189.840067	46.8095336
LdNA_21102	testes	104.8867999	25.84590725
LdNA_21150	testes	34.66249044	8.942340173
LdNA_21163	testes	1714.559346	422.5251505
LdNA_21179	testes	100.1278662	24.71024898
LdNA_21203	testes	11.89846629	11.04741517
LdNA_21252	testes	281.7473372	69.43121718
LdNA_21257	testes	105.6629917	26.17013839
LdNA_21262	testes	616.7451106	152.0261215
LdNA_21266	testes	55.99639707	13.92181962
LdNA_21269	testes	261.8974498	64.710652
LdNA_21272	testes	562.2095199	138.5672039
LdNA_21274	testes	20.21671517	5.2479124
LdNA_21291	testes	4.540424131	4.445415476
LdNA_21331	testes	415.1633976	102.2805664
LdNA_21396	testes	291.5014121	71.92725742
LdNA_21431	testes	293.5126618	72.41839568
LdNA_21448	testes	22.0089629	5.45099281
LdNA_21461	testes	316.9351908	78.13329321
LdNA_21493	testes	31.75446372	6.364681267
LdNA_21517	testes	67.13826819	16.67057367
LdNA_21528	testes	529.5772961	130.6016283
LdNA_21548	testes	10.81291825	7.042819438
LdNA_21550	testes	4.263267968	3.841287149
LdNA_21587	testes	311.1588818	76.72143258
LdNA_21603	testes	543.2455961	133.8783898
LdNA_21629	testes	555.7641575	136.9921267
LdNA_21682	testes	1492.927705	367.9241764
LdNA_21683	testes	568.116748	140.0482673
LdNA_21684	testes	154.9982754	38.18862632
LdNA_21727	testes	849.2888898	209.3048246
LdNA_21761	testes	6.343213003	6.176605528
LdNA_21766	testes	100.2911259	24.78505003
LdNA_21816	testes	213.8060607	52.69521445
LdNA_21830	testes	840.5874455	207.2804196
LdNA_21832	testes	68.77892913	17.07728852
LdNA_21885	testes	243.4364322	60.02524634
LdNA_21894	testes	3.816992917	3.646748562
LdNA_21924	testes	184.8271386	45.53441978
LdNA_21926	testes	666.9501794	166.8949349
LdNA_21929	testes	56.10806953	15.1428576
LdNA_21934	testes	215.3107251	53.06580746
LdNA_21947	testes	473.2602787	116.6705263
LdNA_21954	testes	803.2218549	199.9127571
LdNA_21989	testes	201.4996502	49.6627276
LdNA_21990	testes	81.05877647	20.00771275
LdNA_22012	testes	193.9788237	47.79479043
LdNA_22034	testes	136.8009488	33.93667375
LdNA_22113	testes	27.28629533	6.857802978
LdNA_22156	testes	616.3665546	151.894992
LdNA_22173	testes	901.2975658	222.1402964
LdNA_22178	testes	377.2929979	92.95073154
LdNA_22190	testes	17.90138675	4.410224955
LdNA_22398	testes	540.0883641	133.8027954
LdNA_22400	testes	123.0081004	30.30980683
LdNA_22412	testes	25.84144601	6.370043888
LdNA_22421	testes	320.222192	78.92431545
LdNA_22531	testes	1748.935568	431.1115363
LdNA_22532	testes	1257.350501	309.8371203
LdNA_22536	testes	1.37235955	1.09742152
LdNA_22646	testes	10.68641172	2.866899446
LdNA_22658	testes	10.35608338	7.801783393
LdNA_22663	testes	275.6333856	67.98094898
LdNA_22698	testes	706.4320358	174.113052
LdNA_22732	testes	1365.074166	336.5002922
LdNA_22736	testes	776.1720926	191.2744018
LdNA_22751	testes	350.2997513	87.35388573
LdNA_22934	testes	246.941739	60.85278321
LdNA_23001	testes	87.46327983	21.84472539
LdNA_23076	testes	384.9228459	94.85400088
LdNA_23080	testes	33.74092538	8.358579445
LdNA_23088	testes	564.1456292	139.1654364
LdNA_23216	testes	14.7757478	3.640185677
LdNA_23228	testes	808.8158709	199.3526546
LdNA_23229	testes	467.4014716	115.2162892
LdNA_23232	testes	16.81536877	4.432259951
LdNA_23269	testes	354.666327	87.48356509
LdNA_23290	testes	26.25939908	6.568296411
LdNA_23320	testes	252.2679119	62.17700462
LdNA_23321	testes	549.6033293	135.532447
LdNA_23323	testes	116.6373923	28.73504413
LdNA_23344	testes	36.13575519	8.995830078
LdNA_23377	testes	211.6488051	52.16015771
LdNA_23378	testes	458.9966657	113.1138444
LdNA_23387	testes	180.4539927	44.49562247
LdNA_23399	testes	89.16750507	21.96750237
LdNA_23405	testes	11.19339959	2.874579003
LdNA_23417	testes	392.2615822	96.72441632
LdNA_23428	testes	422.0270928	104.0089409
LdNA_23451	testes	250.8762065	61.82920209
LdNA_23473	testes	1139.887377	281.8398222
LdNA_23548	testes	88.66714317	22.14998755
LdNA_23569	testes	51.10988559	12.59154366
LdNA_23633	testes	1331.542256	328.2848015
LdNA_23637	testes	171.3779005	42.2396361
LdNA_23649	testes	334.53692	82.6952006
LdNA_23683	testes	30.26846879	7.502978541
LdNA_23714	testes	205.6272858	50.65878971
LdNA_23734	testes	43.74780657	10.84494405
LdNA_23784	testes	1160.530236	286.00485
LdNA_23806	testes	226.0395611	55.724826
LdNA_23810	testes	249.9197331	63.12089978
LdNA_23825	testes	33.61071692	8.424713982
LdNA_23843	testes	15.67035894	10.42621296
LdNA_23892	testes	1161.289249	288.2055147
LdNA_23909	testes	175.8562652	43.34316518
LdNA_24000	testes	106.5311937	26.25816787
LdNA_24048	testes	15.68376386	3.86388651
LdNA_24053	testes	14.59026874	3.594490649
LdNA_24057	testes	44.58067337	11.08387746
LdNA_24097	testes	512.6035074	126.3642841
LdNA_24126	testes	21.24126595	5.307258846
LdNA_24129	testes	216.8637856	53.42703849
LdNA_24141	testes	15.18573737	4.053449227
LdNA_24144	testes	55.47052974	13.75439296
LdNA_24159	testes	62.48973396	15.3951081
LdNA_24165	testes	65.39976332	16.661909
LdNA_24168	testes	293.1514877	72.24069496
LdNA_24178	testes	10.20335662	2.721780625
LdNA_24179	testes	277.7776759	68.6906996
LdNA_24204	testes	49.07059425	12.08913937
LdNA_24219	testes	576.714335	142.0806101
LdNA_24220	testes	291.3455793	71.79838763
LdNA_24224	testes	1021.407179	251.7537913
LdNA_24256	testes	156.5788026	38.98224643
LdNA_24266	testes	290.7325242	72.38706399
LdNA_24270	testes	50.48213562	12.46297342
LdNA_24277	testes	899.7801159	221.828984
LdNA_24278	testes	928.329193	228.8395122
LdNA_24288	testes	128.1324044	31.57218982
LdNA_24313	testes	863.5027861	212.7687364
LdNA_24423	testes	584.2856024	144.0550491
LdNA_24427	testes	24.21144714	6.188745049
LdNA_24430	testes	29.54876339	7.505847944
LdNA_24488	testes	125.7714743	31.91515966
LdNA_24519	testes	82.95253916	20.44289907
LdNA_24543	testes	10.93253311	2.693362866
LdNA_24595	testes	28.15878599	7.904452634
LdNA_24603	testes	3.528406756	2.86464819
LdNA_24657	testes	63.41116292	16.35670176
LdNA_24757	testes	270.0757203	66.5527653
LdNA_24801	testes	139.9470341	34.61788233
LdNA_24812	testes	45.72741823	11.91046398
LdNA_24847	testes	12.79949153	3.153310843
LdNA_24900	testes	713.2627151	176.5676191
LdNA_24939	testes	270.3893082	66.74283493
LdNA_24940	testes	141.4401731	34.85529977
LdNA_24948	testes	16.27686667	4.021141892
LdNA_24949	testes	134.4170639	33.15115106
LdNA_24966	testes	606.2676003	149.4439058
LdNA_24993	testes	310.1481069	78.30969722
LdNA_25001	testes	873.6851503	215.4352882
LdNA_25014	testes	49.70696205	12.30202358
LdNA_25017	testes	321.4956806	79.50968806
LdNA_25018	testes	112.2509385	27.65438773
LdNA_25019	testes	278.1793395	68.56464695
LdNA_25053	testes	241.6909866	59.58263392
LdNA_25055	testes	51.19529316	12.61624978
LdNA_25056	testes	2825.844161	696.4359861
LdNA_25098	testes	448.8710571	110.6157218
LdNA_25109	testes	315.6862817	77.94829304
LdNA_25139	testes	100.6520726	26.22007043
LdNA_25171	testes	28.15311381	1.096620099
LdNA_25181	testes	71.92387134	18.6383238
LdNA_25183	testes	591.4303415	145.8073148
LdNA_25185	testes	288.876107	71.20817731
LdNA_25194	testes	356.1776902	87.80103477
LdNA_25195	testes	387.2635342	96.50276815
LdNA_25213	testes	195.1097453	48.11313302
LdNA_25223	testes	4.424629967	3.776813697
LdNA_25259	testes	5.496548341	4.284445612
LdNA_25262	testes	75.27947983	18.57125076
LdNA_25284	testes	46.7389461	11.51470941
LdNA_25309	testes	141.4209103	34.91945281
LdNA_25319	testes	27.99056551	6.955127845
LdNA_25346	testes	24.73837761	6.094601037
LdNA_25350	testes	98.38919677	24.27302899
LdNA_25351	testes	17.43624818	2.415320193
LdNA_25390	testes	43.27133684	10.66042157
LdNA_25397	testes	618.1572614	152.368311
LdNA_25403	testes	415.313525	102.3962971
LdNA_25431	testes	83.75836215	21.06115838
LdNA_25436	testes	69.16471969	17.15934751
LdNA_25477	testes	1268.875768	315.1224865
LdNA_25537	testes	15.12612331	3.726504959
LdNA_25570	testes	521.8245889	129.0583093
LdNA_25602	testes	399.7971594	98.56276958
LdNA_25658	testes	20.09196094	5.135366209
LdNA_25660	testes	626.9561911	154.4859787
LdNA_25661	testes	3200.502608	788.85964
LdNA_25782	testes	13.37467746	3.863308001
LdNA_25788	testes	574.7061521	141.6119066
LdNA_25809	testes	170.7403113	42.11185913
LdNA_25815	testes	318.2532531	78.47749605
LdNA_26170	testes	15.45640852	4.264881274
LdNA_27104	testes	10.42845625	2.611931636
LdNA_27210	testes	259.9153714	52.02264299
LdNA_27616	testes	19.28761657	4.777569753
LdNA_27714	testes	14.81853468	3.650726748
LdNA_27731	testes	39.38629422	10.16564896
LdNA_27735	testes	691.9466465	170.5385255
LdNA_27748	testes	503.9277607	124.7054123
LdNA_27786	testes	122.2665961	30.15346653
LdNA_27787	testes	10.79221013	2.761297714
LdNA_27816	testes	250.9582094	62.32667069
LdNA_27821	testes	65.51643	17.17649505
LdNA_27834	testes	12.48232837	3.435155423
LdNA_27837	testes	426.0346908	104.9876164
LdNA_27846	testes	10.39506727	2.726700732
LdNA_27857	testes	207.4622913	52.14663002
LdNA_27865	testes	404.9156376	99.81329511
LdNA_27900	testes	430.9697507	106.1746543
LdNA_27962	testes	914.7680515	225.4926569
LdNA_27965	testes	123.1468597	30.33873079
LdNA_27971	testes	420.0160919	103.5018952
LdNA_27982	testes	213.5345707	52.74998582
LdNA_28072	testes	47.8270167	12.79205531
LdNA_28077	testes	546.8096256	134.7269315
LdNA_28218	testes	61.17679526	15.07829044
LdNA_28297	testes	26.7951586	6.60131412
LdNA_28300	testes	10.5793021	2.944969931
LdNA_28301	testes	24.77229615	6.678549764
LdNA_28305	testes	321.8257392	79.31469197
LdNA_28390	testes	859.3119914	211.8277575
LdNA_28419	testes	237.0596317	58.41238242
LdNA_28422	testes	39.339436	9.722350939
LdNA_28432	testes	83.9705185	20.76456383
LdNA_28436	testes	652.5809763	161.0439202
LdNA_28463	testes	103.3659633	25.46546573
LdNA_28502	testes	12.98649709	3.199381943
LdNA_28503	testes	302.9407407	76.75847317
LdNA_28522	testes	872.3398217	215.0239825
LdNA_28582	testes	22.30214433	5.607551366
LdNA_28622	testes	1029.232934	253.6148367
LdNA_28630	testes	692.5362649	171.0551527
LdNA_28649	testes	389.6568977	98.25571857
LdNA_28652	testes	148.9446601	36.84100484
LdNA_28658	testes	50.93154355	12.61417492
LdNA_28671	testes	47.1294588	11.61631066
LdNA_28674	testes	23.97794014	5.927349826
LdNA_28696	testes	855.3106774	210.8686214
LdNA_28706	testes	30.01759409	7.43358023
LdNA_28717	testes	313.6729573	77.39553074
LdNA_28727	testes	54.00711604	13.36913428
LdNA_28747	testes	282.6624742	69.74810071
LdNA_28750	testes	53.34017201	13.34257943
LdNA_28753	testes	302.3988633	74.5493223
LdNA_28769	testes	315.5079505	77.74601615
LdNA_28796	testes	13.42196673	5.961976044
LdNA_28850	testes	43.90906185	11.34446051
LdNA_28854	testes	114.4966483	78.26682336
LdNA_28871	testes	798.2015468	197.3387811
LdNA_28884	testes	922.3141905	227.2843937
LdNA_28885	testes	23446.39459	5778.691799
LdNA_28886	testes	7067.336918	1741.910154
LdNA_28889	testes	11.65563888	2.938893368
LdNA_28902	testes	61.54096605	15.74249371
LdNA_28985	testes	73.26323162	18.71291395
LdNA_29025	testes	10.27564813	2.355537571
LdNA_29047	testes	680.7957911	167.8214314
LdNA_29050	testes	17.5284412	4.393835804
LdNA_29267	testes	50.54033706	12.45707352
LdNA_29315	testes	410.6541999	101.2543273
LdNA_29345	testes	97.02671079	24.0019312
LdNA_29350	testes	331.6025989	81.73586397
LdNA_29409	testes	73.27734323	19.1782862
LdNA_29431	testes	938.990182	231.4768873
LdNA_29504	testes	674.4773049	167.6094791
LdNA_29518	testes	31.85133317	8.131825559
LdNA_29519	testes	15.24969455	3.860314508
LdNA_29609	testes	10.67655846	2.675792533
LdNA_29614	testes	48.86513788	12.27990109
LdNA_29654	testes	126.832544	31.29857131
LdNA_29656	testes	458.294507	112.9510903
LdNA_29657	testes	973.4384279	240.1003307
LdNA_29661	testes	170.1309893	41.94156883
LdNA_29676	testes	20.58454699	5.170595898
LdNA_29699	testes	182.1335719	44.87082677
LdNA_29704	testes	10.40711008	2.656637331
LdNA_29752	testes	114.8245932	28.28843895
LdNA_29755	testes	9.791523413	5.942962629
LdNA_29779	testes	267.5108559	65.9556816
LdNA_29796	testes	66.43546152	16.3671862
LdNA_29801	testes	39.3225486	9.985272429
LdNA_29802	testes	65.19457983	16.13641526
LdNA_29852	testes	1773.032339	436.9581531
LdNA_29859	testes	26.7250956	7.528715668
LdNA_29861	testes	34.26848262	9.166987259
LdNA_29953	testes	52.97456572	13.67043713
LdNA_29969	testes	47.79377043	11.78144189
LdNA_29973	testes	131.5480383	32.42995856
LdNA_29981	testes	5.91751751	3.708995092
LdNA_30015	testes	79.85523476	19.67331101
LdNA_30337	testes	21.43132159	5.619537902
LdNA_30415	testes	28.9719812	7.150736109
LdNA_30418	testes	5.678457594	5.359761325
LdNA_30461	testes	33.96027945	8.388206143
LdNA_30525	testes	67.48410315	16.64146234
LdNA_30538	testes	62.5573749	15.43353459
LdNA_30739	testes	28.78985911	7.356179954
LdNA_30749	testes	21.43992262	5.293001186
LdNA_30791	testes	914.1771223	225.3701496
LdNA_30807	testes	19.25322382	4.92414671
LdNA_30810	testes	112.2730918	27.72649669
LdNA_30872	testes	1184.328743	292.4212381
LdNA_30883	testes	63.73597672	15.7021352
LdNA_30884	testes	138.5816972	34.14129126
LdNA_30948	testes	667.3625449	165.8518567
LdNA_30975	testes	2207.255337	544.0946402
LdNA_30984	testes	187.7748819	46.26689222
LdNA_30988	testes	167.0314877	41.15024414
LdNA_30992	testes	252.376966	62.60141566
LdNA_30993	testes	758.0999663	187.5006457
LdNA_31018	testes	355.0508304	87.56203567
LdNA_31019	testes	259.1109506	64.18483335
LdNA_31022	testes	717.9061819	176.9622755
LdNA_31029	testes	96.54340293	23.78464477
LdNA_31034	testes	35.5301727	8.757353146
LdNA_31040	testes	1111.463179	276.3215437
LdNA_31043	testes	691.9474927	170.5713827
LdNA_31044	testes	618.5724804	152.4403869
LdNA_31087	testes	12.74833258	12.49864986
LdNA_31104	testes	48.238293	11.93586248
LdNA_31125	testes	303.5089526	74.81427614
LdNA_31126	testes	18.50006019	5.510208707
LdNA_31147	testes	145.373697	35.89306152
LdNA_31174	testes	10.7290419	2.698312853
LdNA_31191	testes	52.47704908	12.92836106
LdNA_31214	testes	1032.686248	254.5867277
LdNA_31239	testes	121.40581	30.19094263
LdNA_31245	testes	27.031094	6.659439682
LdNA_31246	testes	29.08975348	7.590963243
LdNA_31247	testes	95.72450971	23.91288657
LdNA_31253	testes	215.3756814	53.1409675
LdNA_31280	testes	434.8647342	107.2009227
LdNA_31306	testes	376.8530105	93.6085349
LdNA_31362	testes	162.2768515	39.97888152
LdNA_31363	testes	35.36360868	8.712256298
LdNA_31375	testes	80.94622498	19.94208976
LdNA_31406	testes	584.069924	143.9777054
LdNA_31411	testes	2099.140267	517.5430627
LdNA_31415	testes	209.2024899	51.66372034
LdNA_31418	testes	1384.55173	341.4989475
LdNA_31427	testes	90.91502304	22.44500523
LdNA_31433	testes	40.25814097	9.94727921
LdNA_31436	testes	77.72932052	19.21437659
LdNA_31441	testes	54.45087557	13.44080663
LdNA_31452	testes	168.7141061	41.57680939
LdNA_31485	testes	67.21054115	16.59447823
LdNA_31494	testes	318.9775966	78.58914865
LdNA_31512	testes	152.6267585	37.60146341
LdNA_31535	testes	63.24675433	15.77922259
LdNA_31540	testes	92.85507344	22.87597982
LdNA_31575	testes	1203.851583	296.803879
LdNA_31576	testes	86.48849924	22.57261905
LdNA_31601	testes	8.634687578	3.694302254
LdNA_31629	testes	757.6274928	186.7650068
LdNA_31640	testes	8.519181247	2.231440835
LdNA_31656	testes	216.2101701	53.29841908
LdNA_31693	testes	273.0911637	67.38255937
LdNA_31719	testes	474.13931	118.3929234
LdNA_31723	testes	206.6170315	50.94296747
LdNA_31741	testes	748.7687824	184.5456477
LdNA_31773	testes	23.05684742	5.689053093
LdNA_31775	testes	10.50301179	2.600275571
LdNA_31778	testes	802.5302323	197.8373678
LdNA_31799	testes	765.2327089	188.5640803
LdNA_31801	testes	496.4407759	122.339979
LdNA_31813	testes	3.719816676	2.596716927
LdNA_31822	testes	1201.906598	296.3520381
LdNA_31829	testes	68.69574597	17.14275231
LdNA_31830	testes	45.43834844	11.2984019
LdNA_31831	testes	321.5432932	79.39447879
LdNA_31850	testes	76.01019313	18.89435913
LdNA_31855	testes	198.7161208	49.07048501
LdNA_31876	testes	861.432606	212.3167569
LdNA_31878	testes	620.6664572	152.9491105
LdNA_31879	testes	4707.150748	1160.185058
LdNA_31882	testes	2334.883811	575.5443068
LdNA_31886	testes	2520.128456	621.171636
LdNA_31888	testes	238.0114106	58.65079319
LdNA_31897	testes	371.6759795	91.63844567
LdNA_31901	testes	135.6409715	33.43163686
LdNA_31902	testes	261.7941127	64.61849221
LdNA_31914	testes	58.49242972	14.59628914
LdNA_31947	testes	13.26422025	3.26780243
LdNA_31948	testes	23.83256911	5.871444067
LdNA_31965	testes	120.2386046	29.64437023
LdNA_31984	testes	227.4318839	56.12081537
LdNA_31986	testes	3.66062334	2.714333162
LdNA_32029	testes	154.8901064	38.24355814
LdNA_32044	testes	53.69042097	13.22729002
LdNA_32047	testes	582.1464932	143.5316231
LdNA_32150	testes	56.73584913	14.98523249
LdNA_32165	testes	982.3882131	242.0920975
LdNA_32309	testes	144.0146484	35.47976505
LdNA_32321	testes	974.2172124	240.1092079
LdNA_32338	testes	658.156271	163.5364725
LdNA_33554	testes	98.68710702	24.32053935
LdNA_33608	testes	154.7231056	38.11792409
LdNA_33643	testes	167.2537772	41.22853048
LdNA_33685	testes	4.622097468	2.840972485
LdNA_33857	testes	541.8015773	133.5321025
LdNA_33904	testes	3.6525251	3.570680995
LdNA_33970	testes	401.8048093	99.01734074
LdNA_33996	testes	239.2106207	58.96189767
LdNA_34034	testes	133.8930738	32.98619172
LdNA_34075	testes	1246.711006	307.268397
LdNA_34126	testes	302.6036945	74.62078591
LdNA_34145	testes	23.82101999	6.003010208
LdNA_34159	testes	440.3534485	108.7713791
LdNA_34179	testes	8.627214518	4.264307561
LdNA_34204	testes	1176.09678	290.1550832
LdNA_34211	testes	959.1129634	237.1613799
LdNA_34225	testes	1187.062102	292.5789704
LdNA_34226	testes	889.6724457	219.3553134
LdNA_34263	testes	87.53838692	21.58214331
LdNA_34274	testes	12.09169736	3.00844861
LdNA_34311	testes	25.35422257	6.352999014
LdNA_34325	testes	145.7136331	35.94420883
LdNA_34334	testes	36.2476989	8.110233494
LdNA_34338	testes	280.0204965	68.99613966
